course_id,instructor,gradeACount,gradeBCount,gradeCCount,gradeDCount,gradeFCount,gradePCount,gradeNPCount
POLSCI254A,"KAMINSKI, M.",12,1,0,0,0,0,0
PSYCH9A,"BERG, B.",460,400,108,20,16,30,6
PSYCH9B,"LEVINE, L.",412,269,144,39,18,13,10
PSYCH9C,"ZINGER, J.",383,379,153,47,23,19,15
PSYCH14P,"SRINIVASAN, R.",11,8,2,0,0,0,0
PSYCH78A,"CARIAN, E.",57,12,2,1,1,3,0
PSYCH112M,"LOFGREN, C.",243,214,100,21,10,33,1
PSYCH120H,"WRIGHT, C.",78,39,10,4,6,0,0
PSYCH129,"MEDNICK, S.",132,5,0,2,1,4,1
PSYCH129,"LO-OH, J.",99,60,9,0,1,0,0
PSYCH129,"LEWIS, J.",1042,261,50,10,16,23,10
PSYCH140M,"BORNSTEIN, A.",209,66,4,3,0,0,0
PSYCH149,"KRICHMAR, J.",68,12,0,0,0,1,0
PSYCH149,"SABERI, K.",65,19,3,0,0,1,0
PSYCH169,"SABERI, K.",781,276,60,6,3,12,1
PSYCH174E,"WILDERSON, F.",17,0,0,0,0,1,0
PSYCH178N,"SCHUSTER, T.",111,78,29,12,25,2,5
SOCIOL2,"BERMUDEZ, M.",47,61,21,4,10,9,0
SOCIOL3,"SMITH, D.",164,204,117,31,14,38,11
SOCIOL3,"FONG, K.",103,42,14,6,1,8,0
SOCIOL10C,"GOLDBERG, R.",362,134,40,13,6,2,1
SOCIOL31,"CARIAN, E.",14,8,2,0,0,0,0
SOCIOL64,"KIM, J.",136,33,4,3,6,0,0
SOCIOL110,"PLACEK, K.",53,29,10,4,6,0,0
SOCIOL134,"KAMINSKI, M.",90,71,32,2,3,9,9
SOCIOL135,"SCHUSTER, T.",146,138,30,10,21,3,6
SOCIOL150,"BAILEY, S.",99,63,24,4,3,3,1
SOCIOL152W,"HIRONAKA, A.",64,10,1,0,3,0,0
SOCIOL159,"SEEDS, C.",24,1,0,0,0,0,0
SOCIOL159,"VICTORIA TORRE, P.",25,0,0,0,0,0,0
SOCIOL164,"SCHUSTER, T.",192,147,96,28,32,5,3
SOCIOL169,"PLACEK, K.",37,16,9,5,4,1,1
SOCIOL169,"TOMLINSON, C.",46,17,3,0,0,1,0
SOCIOL173W,"RICHARD, K.",19,12,3,0,2,0,0
SOCIOL174,"SU, Y.",133,43,15,4,3,9,4
SOCIOL175B,"WANG, F.",44,23,6,1,2,5,1
SOCIOL179,"DEWAN, W.",107,18,6,1,5,0,1
SOCIOL180A,"KIM, J.",33,36,9,1,0,0,0
SOCIOL180AW,"MCKENZIE, L.",1,10,3,0,0,0,0
SOCIOL180AW,"SCHUSTER, T.",28,7,3,0,2,0,0
SOCIOL188BW,"CARIAN, E.",12,0,0,0,0,0,0
SOCIOL210B,"HIRONAKA, A.",14,0,0,0,0,0,0
SOCIOL221C,"SCHOFER, E.",16,1,0,0,0,0,0
SOCIOL229,"GOLDBERG, R.",17,0,0,0,0,0,0
SOCIOL281,"SCHAEFER, D.",10,0,0,0,0,0,0
SOCIOL289,"LERCH, J.",10,0,0,0,0,0,0
SOCSCIH1E,"O'CONNOR, C.",65,12,2,0,0,1,0
SOCSCI10C,"SHIREY, P.",91,59,43,10,4,5,1
SOCSCI78C,"KIM, C.",37,12,4,2,3,3,1
SOCSCI103A,"KAMINSKI, M.",28,20,9,0,2,4,4
SOCSCI115D,"PHIKROHKIT, G.",9,6,1,0,0,1,0
SOCSCI132,"GROHOWSKI, M.",28,12,5,1,4,2,0
SOCSCI164D,"VALDEZ, A.",1013,96,10,11,6,25,5
SOCSCI170A,"SCAVIO, M.",57,23,12,4,6,3,2
SOCSCI172AW,"BOKO, S.",33,12,6,0,0,3,0
SOCSCI177B,"QUINTANA, I.",28,4,1,1,0,0,0
SOCSCI181A,"VIGIL, V.",49,12,2,0,0,1,0
SOCSCI183A,"BUI, L.",51,12,1,1,0,2,0
SOCSCI184A,"CHAVEZ, C.",0,0,0,0,0,67,1
SOCSCI193CW,"CASTELLANOS, J.",62,24,4,1,0,0,0
SOCSCI197,"CASTELLANOS, J.",0,0,0,0,0,167,1
EHS201,"PHALEN, R.",10,0,0,0,0,0,0
EHS220,"LAMBERT, C.",7,3,0,0,0,0,0
EHS298,"KITAZAWA, M.",29,0,0,0,0,0,0
EPIDEM275,"NORDEN-KRICHMA, T.",13,2,0,0,0,0,0
PUBHLTH1,"MOREY, B.",241,55,13,2,6,23,3
PUBHLTH30,"EDWARDS, R.",193,177,68,0,16,33,4
PUBHLTH60,"DE VIZCAYA RUI, A.",88,20,4,1,0,0,0
PUBHLTH115,"LEBRON, A.",73,9,0,0,2,0,0
PUBHLTH119,"NORDEN-KRICHMA, T.",15,0,2,0,0,0,0
PUBHLTH120,"BIC, Z.",991,146,28,8,23,16,3
PUBHLTH122,"ROBY, D.",205,5,3,0,0,0,0
PUBHLTH125,"BRUCKNER, T.",112,119,49,20,8,4,1
PUBHLTH138,"TIMBERLAKE, D.",43,62,25,1,0,16,0
PUBHLTH139,"PAYAN, D.",109,56,15,1,1,0,0
PUBHLTH144,"TANJASIRI, S.",45,63,7,1,1,0,0
PUBHLTH159,"MILAM, J.",119,86,23,2,1,0,0
PUBHLTH171,"EDWARDS, R.",100,45,14,0,1,14,3
PUBHLTH173,"CHATTERJEE, S.",34,0,0,0,0,0,0
PUBHLTH179,"KITAZAWA, M.",17,6,4,2,0,0,0
PUBHLTH204C,"JIANG, L.",12,4,0,0,0,0,0
PUBHLTH206C,"EDWARDS, K.",28,3,0,0,0,0,0
PUBHLTH222,"LIPTON, B.",55,0,0,0,0,0,0
PUBHLTH247,"SORKIN, D.",24,0,0,0,0,0,0
PUBHLTH248,"UBAN, K.",15,2,0,0,0,0,0
PUBHLTH282,"PARKER, D.",10,0,0,0,0,0,0
PUBHLTH286,"VIEIRA, V.",17,1,0,0,0,0,0
PUBHLTH292,"TURNER, L.",14,0,0,0,0,0,0
PUBHLTH293,"ALBALA, B.",11,5,0,0,0,0,0
PUBHLTH297,"BRUCKNER, T.",9,1,0,0,0,0,0
ROTC13,"GASTELLO, F.",11,1,0,0,0,0,0
ROTC23,"GASTELLO, F.",11,0,0,0,0,0,0
ROTC153,"GASTELLO, F.",10,0,0,0,0,0,0
UNIAFF1C,"TALESH, R.",0,0,0,0,0,1655,35
UNIAFF1C,"RICH, J.",0,0,0,0,0,47,0
UNIAFF1C,"LOVE, T.",0,0,0,0,0,48,0
UNIAFF1C,"RAYGOZA, P.",0,0,0,0,0,11,0
UNIAFF1C,"O'DONNELL-BOYD, K.",0,0,0,0,0,11,0
UNIAFF1C,"FINAZZO, C.",0,0,0,0,0,29,0
UNISTU3,"LUKOWSKI, A.",14,3,0,0,2,1,0
UNISTU3,"WOLFSON, J.",6,1,1,4,0,1,1
UNISTU3,"DONG, V.",14,0,0,0,0,1,0
UNISTU3,"CHAN, A.",34,1,0,0,1,1,0
UNISTU3,"NAUGLE, L.",9,0,0,0,0,2,0
UNISTU3,"WARSCHAUER, M.",14,0,0,0,0,0,1
UNISTU3,"HILL, D.",99,1,0,0,0,3,0
UNISTU7,"CROOKS, C.",0,0,0,0,0,16,0
UNISTU7,"PERLMAN, A.",0,0,0,0,0,284,9
UNISTU7,"DAIGNEAULT, N.",0,0,0,0,0,11,0
UNISTU7,"FAN, C.",0,0,0,0,0,41,1
UNISTU7,"HAYASAKI, E.",0,0,0,0,0,22,0
UNISTU7,"CHEN, Y.",0,0,0,0,0,16,1
UNISTU7,"LOW, C.",0,0,0,0,0,43,0
UNISTU7,"LOPEZ GALEANA, B.",0,0,0,0,0,25,0
UNISTU7,"LUPTON, J.",0,0,0,0,0,25,0
UNISTU7,"HATSIOS, B.",0,0,0,0,0,21,1
UNISTU7,"HARIZAVI, A.",0,0,0,0,0,24,1
UNISTUH30C,"FERGUSON, J.",114,13,0,0,0,0,0
UNISTU190,"SPIGHT, D.",43,0,0,0,0,0,0
UNISTU196,"ARIMOND, J.",32,0,0,0,0,0,0
UNISTU197C,"GARCEAU, B.",0,0,0,0,0,25,0
UNISTU198,"LEE, S.",15,0,0,0,0,0,0
UNISTU198,"SATO, B.",10,0,0,0,0,0,0
UNISTU198,"COLLINS, P.",26,0,0,0,0,0,0
UNISTU198,"EDWARDS, KD.",62,0,0,0,0,0,0
NURSCI101,"PARK, J.",47,0,0,0,0,0,0
NURSCI92,"HOLMAN, E.",0,0,0,0,0,239,2
NURSCI121B,"BUENO, M.",18,27,2,0,0,0,0
NURSCI128,"BOUNDS, D.",42,4,1,0,0,0,0
NURSCI170,"MARTZ, A.",47,0,0,0,0,0,0
NURSCI175L,"BURKE, S.",0,0,0,0,0,96,0
NURSCI179B,"GUO, Y.",243,0,0,0,0,0,0
NURSCI199,"BOUNDS, D.",29,0,0,0,0,17,0
NURSCI199,"LEE, J.",62,0,0,0,0,3,0
NURSCI201,"PARK, J.",22,0,0,0,0,0,0
NURSCI210,"WHEALON, C.",16,2,0,0,0,0,0
NURSCI221B,"AU, S.",15,6,1,0,0,0,0
NURSCI222A,"FORTIER, M.",22,0,0,0,0,0,0
NURSCI228,"BOUNDS, D.",20,2,0,0,0,0,0
NURSCI235,"JUN, A.",26,0,0,0,0,0,0
NURSCI238,"GEE, P.",20,0,0,0,0,0,0
NURSCI242,"JUN, A.",16,0,0,0,0,0,0
NURSCI255,"LITHGOW, D.",13,12,0,0,0,0,0
NURSCI260A,"CAMPBELL, S.",20,5,0,0,0,0,0
NURSCI271,"MARTZ, A.",18,0,0,0,0,0,0
NURSCI275,"BURKE, S.",18,0,0,0,0,0,0
NURSCI279A,"PHILLIPS, S.",14,1,0,0,0,0,0
NURSCI284,"BEST, N.",18,0,0,0,0,0,0
PHRMSCI3,"MOBLEY, D.",89,1,0,1,2,13,0
PHRMSCI76,"EDNACOT, E.",19,41,22,10,4,0,1
PHRMSCI90,"EDNACOT, E.",18,13,0,0,1,0,0
PHRMSCI122L,"SCHRINER, S.",49,2,0,0,0,0,0
PHRMSCI170B,"ALACHKAR, A.",331,176,68,21,11,4,3
PHRMSCI173,"LU, W.",18,47,26,9,1,0,0
PHRMSCI179,"SCHRINER, S.",21,0,0,0,0,2,0
PHARM278,"ALACHKAR, A.",15,1,0,0,0,0,0
PHARM279,"ALACHKAR, A.",16,0,0,0,0,0,0
PHARM283,"HOSHI, N.",14,1,0,0,0,0,0
PHARM284,"ALACHKAR, A.",14,1,0,0,0,0,0
PHMD201C,"LEE, J.",0,0,0,0,0,38,0
PHMD202C,"HURLEY, K.",0,0,0,0,0,31,0
PHMD204B,"NGUYEN, L.",0,0,0,0,0,42,0
PHMD274A,"FARRIS, F.",0,0,0,0,0,24,0
PHMD203A,"CADIZ, C.",0,0,0,0,0,32,0
PHMD205C,"GRIFFIN, S.",0,0,0,0,0,11,0
PHMD230,"PETERSON, C.",0,0,0,0,0,20,0
PHMD260,"DEEMAN, M.",0,0,0,0,0,12,0
ANATOMY227C,"DIAZ ALONSO, J.",28,0,0,0,0,0,0
BATS232,"WILSON, R.",11,0,0,0,0,0,0
BATS245A,"GREENFIELD, S.",13,0,0,0,0,0,0
BATS251,"KAPLAN, S.",13,0,0,0,0,0,0
BIOCHEM207,"BUISSON, R.",20,1,0,0,0,0,0
M&MG201C,"BORRELLI, E.",15,0,0,0,0,0,0
M&MG206,"HERTEL, K.",9,10,0,0,0,0,0
M&MG222,"MCCLELLAND, M.",11,3,0,0,0,0,0
ACENG20C,"KHALIL, S.",0,0,0,0,0,22,2
ACENG20C,"LEVIN, K.",0,0,0,0,0,175,19
ACENG22A,"LIN, J.",72,7,1,0,1,13,1
ACENG22B,"MURANOVA, O.",0,0,0,0,0,44,7
ACENG139W,"KIM, J.",25,1,0,0,4,7,1
AFAM40A,"CARTER, L.",43,15,6,1,3,5,1
AFAM40B,"MCDOUGALL, T.",32,11,2,0,0,7,0
ANTHRO2A,"COX, K.",240,51,13,6,7,15,4
ANTHRO2A,"PALMER, J.",130,34,8,2,8,19,3
ANTHRO2D,"MIDDLETON, C.",17,14,6,2,5,6,2
ANTHRO25A,"FORTUN, K.",696,121,25,8,18,34,4
ANTHRO30A,"KOHLER, G.",19,1,1,0,2,1,0
ANTHRO121AW,"O'ROURKE, S.",37,4,0,0,1,3,1
ANTHRO128B,"WILKINSON, A.",23,10,4,1,2,1,1
ANTHRO136K,"WENGER, S.",17,4,1,0,0,0,0
ANTHRO162A,"RICHART, R.",20,10,1,0,5,1,2
ART12A,"DONAHEY, K.",37,3,1,0,0,3,0
ART20A,"KARNIG, M.",60,2,0,0,1,4,0
ART30A,"WELTON, A.",29,3,0,0,1,2,0
ART50B,"JACKSON, J.",43,4,0,0,1,2,0
ART65A,"JAVID, M.",72,8,1,0,2,4,3
ART71A,CUPPET-MICHELSEN.,10,0,0,0,0,4,0
ART95,"JAVID, M.",23,5,2,0,1,1,1
ART101W,"PHILLIPS, C.",81,7,0,0,0,11,0
ARTHIS40C,"FUGFUGOSH-MUNOZ, S.",25,1,0,0,0,2,0
ARTHIS55,"BETANCOURT, R.",475,72,8,1,3,59,7
ASIANAM51,"HAYS, T.",28,1,0,0,0,2,0
ASIANAM52,"LI, Q.",14,2,0,0,0,0,0
ASIANAM114,"SHROFF, B.",35,12,0,0,0,1,0
ASIANAM132,"CHAN, N.",5,1,1,1,2,0,0
BIOSCI9A,"DAVIES, S.",30,16,3,0,0,11,5
BIOSCI37,"MILINKEVICIUTE, G.",15,2,0,0,0,0,0
BIOSCI38,"GUZOWSKI, J.",33,29,32,1,1,10,1
BIOSCI47,"NICHOLAS, A.",190,55,32,0,1,19,2
BIOSCI93,"LEE, J.",101,26,2,2,0,3,2
BIOSCI94,"MORALES CRUZ, A.",74,7,0,0,0,0,0
BIOSCI98,"SEWARD VARELA, J.",420,201,60,1,7,15,1
BIOSCI99,"WILLIAMS, A.",12,16,10,0,2,2,0
BIOSCID103,"WANG, W.",208,116,53,5,1,1,0
BIOSCID111L,"NGUYEN, T.",165,14,4,0,3,0,0
BIOSCID136,"MIRBOLOOKI, M.",33,8,5,4,0,0,0
BIOSCIE179,"BOWLER, P.",940,751,265,35,15,19,7
BIOSCIE179L,"BOWLER, P.",1023,274,96,19,15,9,3
BIOSCIM116L,"ALBAY, R.",32,23,7,0,0,1,1
BIOSCIM116L,"OVERSTREET, C.",29,29,32,11,11,4,4
BIOSCIM118L,"MORRISSETTE, N.",118,93,20,2,0,2,0
BIOSCIM118L,"BRU, J.",34,4,1,0,0,0,0
BME50B,"MIRBOLOOKI, M.",16,8,20,3,3,6,0
BME60B,"HU, Q.",9,2,2,2,2,0,0
BME111,VEERASUBRAMANIAN.,13,11,7,0,0,1,0
CHEM1A,"SHAKA, A.",273,241,156,1,3,38,1
CHEM1C,"HOLTON, A.",235,219,289,73,60,9,3
CHEM1LC,"GERAGOTELIS, A.",20,35,25,5,12,2,2
CHEM51A,"LINK, R.",102,67,43,15,4,1,0
CHEM51B,"VILLORIA, J.",32,60,60,11,13,1,2
CHEM51C,"HOWITZ, W.",146,155,139,70,56,1,7
CHEM51LB,"THAMMAVONGSY, Z.",51,19,23,5,10,0,1
CHEM51LB,"WANG, X.",30,32,12,3,5,0,2
CHEM51LC,"MILLS, R.",94,46,35,8,8,0,0
CHC/LAT120,"RICHART, R.",14,5,0,0,2,1,1
CHC/LAT154,"TORRES, R.",50,19,7,2,0,1,0
CHINESE115,"LIN, S.",24,4,0,1,0,2,0
ENGRCEE11,"ESMAILI, O.",31,75,41,18,3,0,0
CLASSIC37A,"KARANIKA, A.",18,1,1,0,1,1,0
CLASSIC45B,"KARANIKA, A.",409,230,79,22,21,54,8
CLASSIC45B,"GIANNOPOULOU, Z.",114,10,3,1,1,4,0
PSYCH9B,"CHENG, Y.",25,5,1,0,0,0,0
PSYCH9B,"COON, J.",30,6,2,0,1,0,0
PSYCH9C,"KIRCHER, J.",13,10,2,0,0,0,0
PSYCH9C,"SLONECKER, E.",23,7,0,0,0,0,0
PSYCH10B,"CHEN, P.",46,8,3,1,0,1,0
PSYCH10C,"WAZ, S.",27,15,8,1,1,0,0
PSYCH112LM,"LOFGREN, C.",199,190,85,22,10,29,0
PSYCH129,"HAGEDORN, J.",1891,510,146,29,23,24,4
PSYCH130A,"D'ZMURA, T.",163,40,1,0,0,7,1
PSYCH160A,"GROSSMAN, E.",395,298,99,10,6,5,3
COMLIT9,"BARRETT, R.",18,4,0,0,1,1,0
COMLIT60A,"CALL, A.",13,1,0,0,0,1,0
COMLIT102W,"OBODIAC, E.",7,8,0,0,0,4,0
COMPSCI133,"EL ZARKI, M.",115,258,72,2,22,12,3
COMPSCI141,"ALFARO, S.",89,61,20,9,5,5,1
COMPSCI161,"OLIVARES MANAS, E.",31,5,2,0,0,0,0
CRM/LAWC7,"GRASSO, J.",23,6,4,1,2,2,0
CRM/LAWC7,"TRIOLA, A.",112,31,6,4,5,8,1
CRM/LAWC10,"KIDD, T.",48,13,1,0,2,1,1
CRM/LAWC104,"TORRES, J.",54,7,1,0,0,0,0
CRM/LAWC106,"CONTRERAS, C.",76,16,3,0,1,2,1
CRM/LAWC120,"CHAVEZ, E.",155,13,2,1,5,2,1
CRM/LAWC142,"PONTELL, H.",120,41,29,10,3,1,2
CRM/LAWC164,"MAGIDSON, M.",25,7,0,0,0,0,0
CRM/LAWC168,"REITER, K.",168,4,3,1,2,0,0
CRM/LAWC176,"PONTELL, H.",31,3,0,0,0,2,0
DANCE3,"SHARP, K.",1051,71,26,3,14,65,10
DANCE185W,"TERRICCIANO, A.",73,13,0,1,0,0,1
UNISTU83,"DUKES, A.",60,1,2,1,0,2,0
UNISTU83,"TIWARI, A.",95,9,0,0,1,3,0
UNISTU84,"DUKES, A.",35,2,0,0,2,1,0
UNISTU84,"TIWARI, A.",138,8,9,4,5,8,0
UNISTU196,"ALEXANDER, J.",54,5,9,1,1,14,4
DRAMA20A,"WOOD, S.",31,1,1,0,0,2,0
DRAMA135,"HILL, D.",171,0,1,0,0,2,0
EARTHSS1,"LI, Y.",24,23,10,1,0,9,0
EARTHSS3,"HE, Z.",15,10,3,0,1,3,1
EARTHSS17,"CHENG, G.",4,8,4,2,0,2,0
EAS40,"GOTTESMAN, Z.",14,1,0,0,1,1,1
EAS55,"CHO, M.",15,0,0,0,0,0,0
ECON15A,"ROBBINS, T.",30,27,5,2,10,1,1
ECON15A,"LUK, H.",18,17,10,2,2,0,0
ECON15B,"LADD, D.",16,20,4,2,2,2,1
ECON20A,"VO, P.",16,1,0,0,0,0,0
ECON100A,"TOUKAN, A.",158,216,131,67,40,19,10
ECON105A,"MILANI, F.",69,12,1,0,1,0,0
ECON105B,"MILANI, F.",8,8,1,2,0,0,0
ECON122B,"FERNANDES, FRANCO.",42,21,13,11,7,0,0
ECON132A,"SOHRABIAN, A.",116,67,28,6,3,2,1
ECON134A,"SOHRABIAN, A.",101,88,39,17,4,8,0
ECON135,"NORTHRUP, S.",3,6,12,2,3,3,11
ECON152A,"YOLMO, N.",51,4,2,0,0,3,0
ECON154,"EVCI, U.",95,14,12,2,1,1,0
EDUC40,"CHEN, E.",38,5,2,1,1,0,0
EDUC108,"RENICK, J.",35,18,1,0,0,1,0
EDUC160,"EDLUND LAO, J.",25,7,1,0,2,0,1
EDUC179W,"COLLINS, P.",184,18,4,1,5,6,0
EECS10,"DOEMER, R.",126,83,34,17,14,2,2
EECS12,"SHEU, C.",22,15,4,0,1,3,1
EECS22,"DANG, Q.",271,111,53,24,23,0,6
EECS55,"CHEN, W.",36,53,38,8,0,5,1
EECS70A,"CHAUDHRY, M.",50,78,68,17,8,8,0
EECS70LA,"CHAUDHRY, M.",77,6,1,0,1,0,0
ENGLISH9,"KAUFMAN, S.",169,18,4,0,4,4,7
ENGLISH16,"LATIOLAIS, P.",8,5,0,0,0,0,0
ENGLISH102C,"WARMINSKI, A.",33,81,15,2,0,5,0
EUROSTS10,"SMITH, J.",167,28,3,2,6,17,3
FLM&MDA85A,"KEEVER, J.",45,10,0,0,0,9,0
FLM&MDA85B,"BUSTILLO, D.",49,4,0,1,2,1,0
FLM&MDA85C,"DONAHEY, K.",46,2,0,0,2,3,0
FLM&MDA101A,"MARZOLA, L.",262,111,20,4,1,0,0
FLM&MDA101C,"WONG, K.",15,19,1,1,1,0,0
FRENCHS1AB,"MOURAD, G.",32,8,5,0,3,6,0
FRENCHS1BC,"SALADIN, L.",19,6,1,0,1,7,0
FRENCHS2AB,"KLEIN, L.",25,12,4,0,1,8,2
GEN&SEX20,"BUSTILLO, D.",90,14,0,0,1,9,1
GEN&SEX50A,"SLATTERY, J.",42,6,0,0,0,6,0
GEN&SEX50B,"GONZALES, I.",54,11,3,1,2,5,5
GEN&SEX50C,"CHING, K.",25,8,1,0,1,2,0
HISTORY12,"HUMPHREY, O.",58,9,4,0,4,7,2
HISTORY12,"SPIVEY, B.",12,3,0,0,0,0,0
HISTORY15D,"ACHEE, A.",19,8,2,1,0,6,0
HISTORY21B,"ALAHVERDIAN, A.",17,5,1,0,0,3,0
HISTORY21C,"LANDE, S.",34,15,4,0,2,3,1
HISTORY40A,"SPEARE, M.",107,9,1,0,1,31,1
HISTORY40B,"MILLWARD, J.",299,51,13,1,5,124,1
HISTORY40C,"CALAHANE, K.",49,4,0,1,0,24,0
HISTORY40C,"GORDON, BETTENCOURT.",66,11,1,0,1,30,2
HISTORY60,"MESKHIDZE, E.",35,8,1,1,1,0,2
HISTORY70A,"DAVID, K.",49,17,4,1,2,8,0
HISTORY70D,"LANDE, S.",9,5,0,0,4,1,0
HUMAN10,"MEHRA, G.",8,3,0,0,2,0,0
IN4MATX101,"ALFARO, S.",12,4,3,0,1,0,1
IN4MATX131,"WOLF, C.",34,8,0,0,0,1,0
I&CSCI6B,"BIC, L.",223,137,50,14,4,9,6
I&CSCI31,"HARRIS, I.",145,74,20,11,13,20,16
I&CSCI32,"BALDWIN, M.",378,92,37,10,60,10,7
I&CSCI33,"KLOTZMAN, V.",37,0,0,0,0,0,0
I&CSCI60,"GARDNER, R.",15,0,0,0,2,0,0
I&CSCI139W,"KAY, D.",40,14,0,1,1,19,1
I&CSCI139W,"CHRISTENSEN, M.",71,8,0,0,0,3,0
INTLST17,"MCCARTY, P.",35,2,0,0,0,0,0
INTLST163,"BUI, L.",50,4,4,0,1,1,0
JAPANSES1AB,"SITHIAMNUAI, E.",20,15,3,0,0,5,0
JAPANSES1BC,"RIGGS, H.",9,4,4,0,0,4,0
JAPANSES2AB,"FLORES, R.",4,4,5,0,0,3,0
KOREANS1AB,"HYUN, H.",23,6,6,0,1,4,0
KOREANS1BC,"LEE, Y.",9,1,0,0,1,1,0
LSCI10,"BATES, A.",38,9,1,0,1,2,0
LSCI20,"TRAN, T.",3,13,8,1,1,7,3
LPS29,"GONZALEZ, J.",55,20,15,2,1,12,0
LPS60,"MESKHIDZE, E.",24,3,2,1,0,1,0
MGMT102,"ANDREWS, S.",27,28,4,0,0,1,1
MGMT102,"SOMMER, S.",247,229,96,11,13,41,2
MGMT113,"BAILEY, D.",26,17,0,0,1,3,0
MGMT124,"AGUAS, M.",20,18,6,3,2,6,1
MGMT126,"HITE, J.",100,13,2,0,0,1,0
MGMT131A,"CHATANI, K.",91,53,6,6,5,8,1
MGMT131B,"CHATANI, K.",57,12,3,0,1,6,0
MGMT141,"YANG, D.",148,118,12,3,1,20,2
MGMT190,"PETTIETTE, M.",12,4,1,0,0,1,1
MSE175,"SAEIDI, S.",5,5,1,0,1,1,0
MATH1A,"LEHMAN, R.",92,46,57,39,61,26,15
MATH2A,"TREUER, J.",13,7,10,23,7,1,1
MATH2A,"TANG, S.",11,17,13,7,5,0,2
MATH2B,"YOUSSEFPOUR, H.",568,444,297,156,204,5,9
MATH2D,"LU, Z.",44,72,54,20,22,2,2
MATH2E,"HUBER, K.",341,468,424,168,96,28,9
MATH3A,"GE, L.",490,404,79,7,3,12,5
MATH3A,"LI, S.",66,53,14,6,6,2,1
MATH5A,"RANGAMANI, N.",12,25,21,2,0,0,0
MATH5B,"KNIGHT, H.",29,32,11,6,2,0,0
MATH5B,"POWELL, M.",18,37,22,16,1,0,0
MATH9,"PORTER, M.",12,4,8,1,2,1,1
MATH9,"WANG, D.",58,48,15,4,1,1,0
MATH10,"SMITH, L.",30,2,1,0,2,0,0
MATH13,"ROMAN, S.",70,43,38,11,12,3,0
MATH13,"PORTER, M.",25,30,6,4,2,10,6
MATH105A,"ERJAEE, G.",47,43,20,3,5,2,1
MATH105B,"WANG, D.",47,36,18,8,6,4,3
MATH105LA,"YAN, D.",49,5,0,0,1,1,1
MATH105LA,"ERJAEE, G.",32,14,7,1,5,1,1
MATH105LB,"PORTER, M.",28,2,1,0,1,1,1
MATH110A,"WANG, D.",30,16,7,1,1,0,2
MATH110B,"SMITH, L.",27,3,1,0,1,0,0
MATH120A,"CRANSTON, M.",35,46,16,2,8,16,2
MATH121A,"WALSBERG, E.",49,31,12,1,3,5,1
MATH130A,"GUIDOTTI, P.",32,48,20,13,14,14,5
MATH130B,"PELTZER, A.",16,13,2,6,2,1,2
MATH134A,"FISCHBACHER, C.",16,12,3,2,1,0,2
MATH140A,"ZHANG, X.",24,38,15,3,5,3,1
MATH147,"WANG, D.",50,31,19,12,8,0,0
MATH173A,"GAO, H.",16,8,4,0,0,0,0
MATH180A,"BARANOVSKY, V.",27,33,40,4,2,0,0
ENGRMAE52,"NOROOZI, Z.",43,23,4,2,2,8,1
ENGRMAE91,"NOROOZI, Z.",13,22,12,6,2,4,0
ENGRMAE115,"HEYDARZADEH, SHEYKH.",17,46,20,4,7,9,0
ENGRMAE120,"KRISHNA, A.",57,18,1,1,0,0,0
ENGRMAE130A,"EISA, S.",145,18,2,1,1,0,0
ENGRMAE150,"HSIEH, M.",59,3,0,0,6,3,0
ENGRMAE150L,"HSIEH, M.",50,13,0,0,4,3,0
ENGRMAE156,"SAEIDI, S.",11,15,4,3,1,4,0
ENGRMAE170,"MAGGIA, M.",61,94,74,27,16,3,3
MUSIC3,"TERRICCIANO, A.",2101,327,68,15,22,93,15
MUSIC78,"TORRES, M.",86,23,7,2,3,16,0
PHRMSCI120L,"SCHRINER, S.",373,187,26,2,2,5,0
PHILOS1,"GOSS, B.",53,21,0,0,2,9,2
PHILOS2,"DOULAS, L.",9,22,7,1,1,3,0
PHILOS4,"PRITCHARD, D.",628,156,21,10,17,36,9
PHILOS4,"DOLIN, A.",11,3,0,0,2,2,1
PHILOS5,"PIEDRAHITA, RIVERA.",5,8,3,0,0,0,0
PHILOS131C,"DEAN, M.",11,7,2,0,0,0,0
PHILOS133,"HELMREICH, J.",26,16,0,0,1,1,0
PHYSICS2,"MERCADO, F.",17,0,1,0,0,1,0
PHYSICS3A,"YU, L.",142,44,11,3,1,1,2
PHYSICS3B,"GUERRA, A.",147,183,144,13,4,15,4
PHYSICS3B,"MERCADO, F.",175,7,1,1,0,0,0
PHYSICS3LB,"PITUWALA, KANKANAMG.",53,40,19,5,1,0,1
PHYSICS3LC,"PITUWALA, KANKANAMG.",51,45,39,7,1,0,0
PHYSICS7C,"LANKFORD, A.",166,192,180,42,22,0,4
PHYSICS7D,"BRACONI, A.",97,103,61,8,7,12,4
PHYSICS7LC,"ARAKAWA, J.",20,3,0,0,0,1,0
PHYSICS7LD,"BRACONI, A.",247,6,3,1,2,7,0
PHYSICS20A,"HOLCOMB, R.",16,4,1,0,2,1,0
POLSCI11A,"FITZGERALD, B.",14,6,0,0,0,1,0
POLSCI21A,"DESIPIO, L.",147,222,66,7,29,282,37
POLSCI51A,"TARANGO, S.",19,8,0,1,0,0,1
POLSCI61A,"RUBALCAVA, B.",135,28,8,3,6,8,0
POLSCI71A,"SAFARZADEH, P.",10,1,1,0,0,0,0
POLSCI124B,"TORRES, R.",94,0,0,0,0,1,0
