course_id,instructor,gradeACount,gradeBCount,gradeCCount,gradeDCount,gradeFCount,gradePCount,gradeNPCount
ACENG20C,"UNKNOWN, INSTRUCTOR",0,0,0,0,0,37,12
ACENG22B,"TRAN, T.",0,0,0,0,0,13,2
ACENG139W,"UNKNOWN, INSTRUCTOR",20,10,2,1,2,8,3
AFAM40A,[REDACTED],11,3,2,0,1,0,0
ANTHRO2A,"UNKNOWN, INSTRUCTOR",5,6,3,1,1,1,1
ANTHRO2B,"UNKNOWN, INSTRUCTOR",4,2,3,0,0,1,0
ANTHRO10A,"UNKNOWN, INSTRUCTOR",8,4,5,0,0,1,0
ANTHRO25A,"UNKNOWN, INSTRUCTOR",58,2,3,1,2,5,0
ANTHRO30A,"UNKNOWN, INSTRUCTOR",19,2,0,0,0,1,0
ANTHRO41A,"UNKNOWN, INSTRUCTOR",55,0,0,2,1,3,0
ANTHRO41A,"DARIAN-SMITH, E.",167,6,0,3,1,4,1
ANTHRO128B,[REDACTED],14,1,0,1,1,1,0
ANTHRO136K,"UNKNOWN, INSTRUCTOR",14,0,1,0,0,0,0
ART9A,"UNKNOWN, INSTRUCTOR",477,3,0,0,2,4,0
ART9C,"LEWIS, J.",1438,294,63,18,14,263,33
ART12A,"UNKNOWN, INSTRUCTOR",74,2,0,1,2,3,0
ART12B,"PENNY, S.",242,118,42,9,9,65,17
ART20A,"HUNT, J.",12,0,0,0,0,2,0
ART30A,"UNKNOWN, INSTRUCTOR",11,0,0,0,0,1,2
ART50A,"JACKSON, J.",149,15,0,0,1,7,3
ART65A,"UNKNOWN, INSTRUCTOR",39,1,0,0,1,1,1
ART65B,"JAVID, M.",37,1,3,0,1,2,2
ART81A,"UNKNOWN, INSTRUCTOR",14,0,0,0,0,5,0
ART100,"UNKNOWN, INSTRUCTOR",39,1,1,0,0,3,0
ART100,"VEGA, J.",400,27,2,3,5,18,3
ART101W,"UNKNOWN, INSTRUCTOR",21,0,0,0,0,0,0
ART132A,"JACKSON, J.",40,2,0,0,0,2,0
ARTHIS40A,"UNKNOWN, INSTRUCTOR",11,11,4,2,5,6,0
ARTHIS42B,[REDACTED],9,2,0,0,0,2,0
ARTHIS44,"UNKNOWN, INSTRUCTOR",8,1,0,0,1,3,2
ASIANAM54,"LEE, J.",479,49,9,4,7,25,0
ASIANAM55,"CHO, J.",562,60,7,0,2,62,2
BIOSCI9A,"UNKNOWN, INSTRUCTOR",15,2,1,0,0,3,0
BIOSCI9B,"TAAGEPERA, S.",660,301,138,32,29,114,18
BIOSCI35,"LALLAI, V.",36,10,4,0,1,0,0
BIOSCI36,"UNKNOWN, INSTRUCTOR",21,6,3,1,2,2,2
BIOSCI37,"DIAZ ALONSO, J.",19,3,0,0,1,1,0
BIOSCI38,"UNKNOWN, INSTRUCTOR",5,3,4,1,1,1,0
BIOSCI93,"NICHOLAS, A.",224,106,41,3,4,8,1
BIOSCI93,"UNKNOWN, INSTRUCTOR",52,31,24,7,1,3,2
BIOSCI94,"HENRY, A.",38,32,18,5,2,3,1
BIOSCI97,"UNKNOWN, INSTRUCTOR",69,15,3,1,0,0,1
BIOSCI97,"PARSONS, M.",53,40,15,8,3,0,1
BIOSCI98,"UNKNOWN, INSTRUCTOR",272,60,9,1,1,1,0
BIOSCI99,"SEWARD VARELA, J.",487,131,12,3,1,1,0
BIOSCI99,"MAHAVONGTRAKUL, M.",408,227,39,6,2,1,1
BIOSCI100,"UNKNOWN, INSTRUCTOR",116,64,20,0,0,6,0
BIOSCID103,"UNKNOWN, INSTRUCTOR",38,38,51,2,1,0,0
BIOSCID104,"LEE, J.",18,13,1,0,1,0,0
BIOSCID124,"LIN, S.",163,36,4,0,1,1,0
BIOSCID136,"UNKNOWN, INSTRUCTOR",14,19,9,5,0,0,0
BIOSCID190,"LIN, S.",10,0,0,0,0,0,0
BIOSCIE106,"MUELLER, L.",67,82,50,2,0,6,2
BIOSCIE109,"MCHENRY, M.",790,705,348,67,14,23,11
BIOSCIE112L,"UNKNOWN, INSTRUCTOR",33,6,0,0,0,0,0
BIOSCIE131L,"UNKNOWN, INSTRUCTOR",34,0,0,0,0,0,0
BIOSCIE131L,"LOUDON, C.",273,11,4,0,0,0,1
BIOSCIE134,"UNKNOWN, INSTRUCTOR",18,14,2,0,2,0,0
BIOSCIE136,"GERMAN, D.",489,355,93,2,8,10,1
BIOSCIE166L,"MOONEY, K.",68,12,1,3,2,0,0
BIOSCIM116L,"UNKNOWN, INSTRUCTOR",10,4,9,1,0,0,1
BIOSCIM118L,"UNKNOWN, INSTRUCTOR",36,2,0,0,0,0,0
BIOSCIM118L,"OVERSTREET, C.",52,57,25,6,7,6,1
BIOSCIM118L,"JHA, N.",655,250,28,4,4,1,0
BIOSCIM122,"BARRY, R.",819,271,71,12,6,10,2
BIOSCIN110,"LIOUDYNO, M.",144,180,138,3,1,31,1
BIOSCIN113L,"LEW, A.",454,420,86,22,16,27,7
BIOSCIN165,"BREWER, A.",779,156,26,5,5,5,0
BME3,"UNKNOWN, INSTRUCTOR",201,3,3,1,3,4,0
CHEM1A,"UNKNOWN, INSTRUCTOR",35,25,15,0,2,2,0
CHEM1B,[REDACTED],15,32,21,12,1,0,4
CHEM1C,"UNKNOWN, INSTRUCTOR",58,95,151,51,62,0,3
CHEM1C,"ARASASINGHAM, R.",906,1417,984,194,312,51,26
CHEM1LC,"UNKNOWN, INSTRUCTOR",34,30,26,16,6,0,2
CHEM1LC,"EDWARDS, K.",2367,2712,633,121,143,68,12
CHEM1LD,"UNKNOWN, INSTRUCTOR",68,14,1,2,0,0,0
CHEM1LD,"MANG, S.",261,181,34,11,7,1,1
CHEM1LE,"EDWARDS, K.",371,534,167,17,35,4,7
CHEM5,"FREITES, J.",146,124,74,5,22,11,5
CHEM51A,"UNKNOWN, INSTRUCTOR",5,17,41,13,8,1,0
CHEM51B,"UNKNOWN, INSTRUCTOR",27,27,57,17,9,0,0
CHEM51B,"PRONIN, S.",256,396,400,125,98,2,1
CHEM51C,[REDACTED],22,30,38,29,6,0,1
CHEM51LB,"UNKNOWN, INSTRUCTOR",33,24,7,0,1,0,0
CHEM51LB,"HASSELBRINK, C.",25,28,3,2,0,0,0
CHEM51LC,[REDACTED],19,36,13,6,0,0,0
ENGRCEE20,"UNKNOWN, INSTRUCTOR",4,5,3,4,4,1,0
ENGRCEE30,"UNKNOWN, INSTRUCTOR",4,2,3,1,1,1,1
CLASSIC45A,"UNKNOWN, INSTRUCTOR",42,15,2,1,0,3,1
CLASSIC45A,"GIANNOPOULOU, Z.",750,311,97,29,25,90,20
PSYCH7A,"UNKNOWN, INSTRUCTOR",104,7,1,0,0,3,0
PSYCH7A,"LOFGREN, C.",1611,1381,556,158,93,205,69
PSYCH9A,"UNKNOWN, INSTRUCTOR",3,10,0,0,0,1,0
PSYCH9A,"D'ZMURA, T.",874,214,69,2,0,10,1
PSYCH9B,"UNKNOWN, INSTRUCTOR",16,2,1,1,1,0,0
PSYCH9B,[REDACTED],8,8,1,2,1,0,0
PSYCH9C,[REDACTED],11,5,2,3,1,1,0
PSYCH10A,"UNKNOWN, INSTRUCTOR",16,3,3,1,9,1,3
PSYCH10B,[REDACTED],22,8,7,0,2,1,2
PSYCH10C,[REDACTED],135,26,5,4,6,1,2
PSYCH14M,[REDACTED],10,2,0,0,0,0,1
PSYCH78A,"SCHUSTER, T.",202,243,97,28,39,16,17
PSYCH120A,"LEWIS, J.",1423,369,91,24,23,10,7
PSYCH129,"UNKNOWN, INSTRUCTOR",64,8,2,0,0,0,1
PSYCH130A,"UNKNOWN, INSTRUCTOR",42,14,0,0,0,0,0
PSYCH140C,"D'ZMURA, T.",286,26,0,0,0,4,0
PSYCH160D,"BREWER, A.",699,358,145,31,31,30,11
COMLIT9,[REDACTED],12,1,1,0,0,1,0
COMLIT60A,"HOENICKE FLORES, S.",29,6,1,0,3,1,0
COMLIT102W,"UNKNOWN, INSTRUCTOR",17,1,2,0,0,0,0
COMPSCI133,"UNKNOWN, INSTRUCTOR",9,13,0,0,0,0,0
COMPSCI143A,"UNKNOWN, INSTRUCTOR",39,11,26,4,2,1,0
COMPSCI171,"UNKNOWN, INSTRUCTOR",37,11,2,0,1,0,1
CRM/LAWC7,"UNKNOWN, INSTRUCTOR",41,20,6,0,5,6,2
CRM/LAWC7,"JACKSON-GREEN, B.",54,4,2,0,1,5,0
CRM/LAWC10,[REDACTED],8,6,1,0,2,0,0
CRM/LAWC108,"UNKNOWN, INSTRUCTOR",27,9,0,1,0,0,0
CRM/LAWC127,"FLORES, Y.",137,7,0,0,4,1,0
CRM/LAWC142,"UNKNOWN, INSTRUCTOR",46,16,3,1,2,0,1
CRM/LAWC168,"UNKNOWN, INSTRUCTOR",93,2,3,0,1,0,1
CRM/LAWC176,"UNKNOWN, INSTRUCTOR",81,6,6,0,1,1,0
CRM/LAWC186,"GOLOB, B.",374,35,10,2,14,5,7
DANCE3,"UNKNOWN, INSTRUCTOR",150,9,2,1,2,4,0
UNISTU83,"TSENG, W.",26,2,0,0,0,0,0
UNISTU83,[REDACTED],34,0,0,0,0,0,0
UNISTU84,"TSENG, W.",45,0,0,0,0,0,0
UNISTU84,[REDACTED],38,0,0,0,0,0,0
UNISTU196,"UNKNOWN, INSTRUCTOR",31,0,0,0,0,0,0
UNISTU196,"DENNIN, M.",121,6,2,0,4,3,0
DRAMA10,"VEENSTRA, J.",480,97,21,5,10,30,3
DRAMA50E,"UNKNOWN, INSTRUCTOR",19,0,0,0,0,0,0
DRAMA103,"LEI, D.",35,11,2,1,3,4,0
DRAMA130,"UNKNOWN, INSTRUCTOR",17,0,0,0,0,0,0
DRAMA135,"UNKNOWN, INSTRUCTOR",16,0,0,0,0,1,0
EARTHSS1,"UNKNOWN, INSTRUCTOR",37,18,6,1,1,6,0
EARTHSS3,[REDACTED],7,9,5,0,2,1,0
EARTHSS15,"RAFTER, P.",74,12,5,0,2,12,0
EARTHSS17,"UNKNOWN, INSTRUCTOR",23,4,3,0,0,1,1
EAS40,[REDACTED],8,4,4,1,1,1,2
ECON12,"RICHARDSON, G.",146,132,50,0,8,36,1
ECON13,"UNKNOWN, INSTRUCTOR",9,0,2,0,0,1,0
ECON13,"MILANI, F.",36,51,5,0,3,4,0
ECON15A,"UNKNOWN, INSTRUCTOR",12,11,14,11,2,0,0
ECON15A,"CHERNYSHOFF, N.",477,490,361,107,92,26,5
ECON15B,"UNKNOWN, INSTRUCTOR",12,10,12,4,1,0,0
ECON15B,"CHERNYSHOFF, N.",1139,829,389,163,184,54,10
ECON20A,"BRANCH, W.",3040,950,441,155,179,73,36
ECON20B,"BRANCH, W.",619,167,85,42,42,14,7
ECON25,"UNKNOWN, INSTRUCTOR",14,0,1,0,0,0,1
ECON100A,"UNKNOWN, INSTRUCTOR",13,18,10,4,9,0,0
ECON100A,"AGGARWAL, N.",1196,704,361,157,53,10,2
ECON100B,"TOUKAN, A.",276,422,271,137,109,8,5
ECON100C,"UNKNOWN, INSTRUCTOR",23,48,9,1,0,1,0
ECON100C,"ROCHETEAU, G.",294,453,160,44,35,4,1
ECON122A,"UNKNOWN, INSTRUCTOR",89,23,8,0,1,1,0
ECON122A,"RODRIGUEZ LOPEZ, J.",1271,493,104,0,19,35,2
ECON122B,"UNKNOWN, INSTRUCTOR",37,36,15,0,2,0,0
ECON122B,"RODRIGUEZ LOPEZ, J.",642,546,195,0,14,15,2
ECON132A,"UNKNOWN, INSTRUCTOR",9,18,14,3,1,0,0
ECON134A,"UNKNOWN, INSTRUCTOR",23,0,0,0,0,0,0
ECON137W,"UNKNOWN, INSTRUCTOR",19,2,3,2,7,1,3
ECON137W,"MILANI, F.",136,41,18,5,14,39,5
ECON140,"AGGARWAL, N.",2059,1092,402,185,54,37,6
ECON154,"UNKNOWN, INSTRUCTOR",78,22,6,1,1,1,0
ECON161A,"RICHARDSON, G.",44,64,16,2,2,22,1
ECON167,"SARRAF, G.",359,114,30,8,3,13,0
EDUC30,"VU, V.",255,193,23,6,19,11,6
EDUC40,"UNKNOWN, INSTRUCTOR",43,15,0,1,0,1,1
EDUC50,"UNKNOWN, INSTRUCTOR",37,16,0,1,2,0,0
EDUC52,"TORRES, J.",40,109,41,5,4,4,5
EDUC108,"UMARJI, O.",576,82,23,4,9,8,5
EDUC131,"UNKNOWN, INSTRUCTOR",27,9,2,2,2,3,1
EDUC160,"UNKNOWN, INSTRUCTOR",18,3,3,0,5,0,0
EDUC179W,"UNKNOWN, INSTRUCTOR",30,3,1,0,3,0,0
EECS10,"KAVIANPOUR, A.",44,48,16,2,2,2,0
EECS12,"UNKNOWN, INSTRUCTOR",15,6,3,0,1,3,1
EECS20,"DANG, Q.",100,85,33,11,14,2,1
EECS22,"UNKNOWN, INSTRUCTOR",11,4,5,2,2,1,0
EECS31,"UNKNOWN, INSTRUCTOR",16,7,6,1,1,0,0
EECS31L,"DANG, Q.",521,175,56,22,25,18,13
EECS50,"EBRAHIMI, P.",53,63,40,21,16,5,4
EECS55,"UNKNOWN, INSTRUCTOR",8,5,4,0,0,0,0
EECS70A,"UNKNOWN, INSTRUCTOR",5,8,11,0,1,0,0
EECS70B,"LEE, H.",97,187,112,17,45,0,2
EECS70LA,"UNKNOWN, INSTRUCTOR",9,1,0,0,0,0,0
EECS70LB,"LEE, H.",228,124,27,0,2,3,1
EECS112,"UNKNOWN, INSTRUCTOR",16,3,4,0,0,0,0
EECS170A,"UNKNOWN, INSTRUCTOR",5,9,4,0,1,0,0
EECS170C,"CHAUDHRY, M.",45,88,72,6,8,2,1
EECS170LC,"CHAUDHRY, M.",165,27,7,0,2,0,2
ENGR54,"UNKNOWN, INSTRUCTOR",11,12,12,0,0,3,1
ENGR190W,"UNKNOWN, INSTRUCTOR",13,21,5,0,1,0,0
ENGR190W,"TATERI, J.",259,378,48,4,6,19,0
ENGR190W,"FORESTA, J.",803,305,10,1,2,15,0
ENGR190W,"HONG, P.",304,613,47,5,2,9,0
ENGLISH9,"KIAN KAUFMAN, S.",72,10,4,0,4,3,1
ENGLISH16,"UNKNOWN, INSTRUCTOR",11,1,0,1,0,0,0
ENGLISH17,"LATIOLAIS, P.",105,32,13,0,3,4,0
ENGLISH102C,"UNKNOWN, INSTRUCTOR",1,9,0,0,0,0,0
ENGLISH102D,"BARTLETT, J.",161,26,5,0,1,0,0
EUROST12,"UNKNOWN, INSTRUCTOR",24,21,12,0,2,8,1
EUROSTS11,"EVERS, K.",332,42,15,1,10,31,5
FLM&MDA85A,[REDACTED],22,16,1,0,3,6,0
FLM&MDA85B,"UNKNOWN, INSTRUCTOR",16,4,1,0,0,1,1
FLM&MDA101B,"MENDEZ, E.",16,5,6,0,1,1,1
FLM&MDA101C,[REDACTED],15,17,1,0,0,0,0
FLM&MDA130,"SHROFF, B.",46,8,0,0,0,1,0
FLM&MDA139W,"KRAPP, P.",39,55,31,5,1,5,0
FRENCHS1AB,"UNKNOWN, INSTRUCTOR",9,6,0,0,4,0,2
FRENCHS1BC,"MOURAD, G.",27,4,5,0,3,1,1
FRENCHS2AB,"UNKNOWN, INSTRUCTOR",10,4,0,0,2,1,0
FRENCHS2BC,"MIJALSKI, M.",67,21,2,0,0,3,0
GDIM25,[REDACTED],31,2,0,0,0,0,0
GDIM31,"UNKNOWN, INSTRUCTOR",25,10,0,1,2,2,1
GDIM41,"UNKNOWN, INSTRUCTOR",9,6,2,1,1,1,0
GDIM51,"UNKNOWN, INSTRUCTOR",30,1,0,0,0,0,0
GDIM61,"UNKNOWN, INSTRUCTOR",35,4,1,1,0,1,0
GEN&SEX50A,[REDACTED],14,4,0,1,3,2,0
GEN&SEX50B,"UNKNOWN, INSTRUCTOR",4,12,0,1,0,0,0
GEN&SEX50C,"UNKNOWN, INSTRUCTOR",12,3,1,0,0,1,0
GERMANS1AB,"UNKNOWN, INSTRUCTOR",13,4,0,0,0,3,0
GERMANS1BC,"RAFI, M.",8,4,0,0,0,4,0
HISTORY40A,"UNKNOWN, INSTRUCTOR",54,11,1,1,0,8,0
HISTORY40B,"GRIFFEY, T.",7,12,4,0,1,17,1
HISTORY40C,"UNKNOWN, INSTRUCTOR",52,6,1,1,2,7,2
HISTORY40C,[REDACTED],45,11,3,1,1,19,0
HISTORY60,[REDACTED],41,10,1,0,1,1,0
HISTORY70A,"UNKNOWN, INSTRUCTOR",16,3,0,0,0,1,0
IN4MATX43,[REDACTED],40,2,1,1,0,0,0
IN4MATX172,"ZHENG, K.",129,6,1,0,0,0,0
I&CSCI6B,"UNKNOWN, INSTRUCTOR",48,13,1,0,0,1,0
I&CSCI6B,"HAYES, W.",113,130,119,32,35,20,9
I&CSCI6D,"UNKNOWN, INSTRUCTOR",23,33,6,0,1,0,1
I&CSCI6N,MEENAKSHISUNDARAM.,237,129,72,32,30,5,5
I&CSCI31,"UNKNOWN, INSTRUCTOR",57,29,15,3,11,9,7
I&CSCI33,"UNKNOWN, INSTRUCTOR",16,24,2,0,2,2,0
I&CSCI46,"UNKNOWN, INSTRUCTOR",31,8,2,0,1,0,0
I&CSCI51,"UNKNOWN, INSTRUCTOR",60,7,0,0,0,1,0
I&CSCI60,"UNKNOWN, INSTRUCTOR",16,3,0,0,0,1,0
I&CSCI61,[REDACTED],10,1,0,0,0,1,0
I&CSCI139W,"ALFARO, S.",1070,177,46,11,27,49,6
I&CSCI139W,"UNKNOWN, INSTRUCTOR",32,5,1,0,0,3,0
I&CSCI192,MEENAKSHISUNDARAM.,0,0,0,0,0,96,3
INTLST1,"UNKNOWN, INSTRUCTOR",118,5,3,0,0,3,0
INTLST1,"MCCARTY, P.",3676,332,48,21,44,78,13
INTLST11,"UNKNOWN, INSTRUCTOR",31,0,0,0,0,1,0
INTLST11,"DARIAN-SMITH, E.",131,4,1,2,2,6,0
INTLST14,"PETROVIC, B.",49,72,13,0,7,8,1
INTLST17,"UNKNOWN, INSTRUCTOR",54,7,0,0,0,0,0
INTLST130,"UNKNOWN, INSTRUCTOR",7,3,0,0,0,0,1
INTLST163,"MCCARTY, P.",82,3,1,2,2,2,0
INTLST183A,"UNKNOWN, INSTRUCTOR",40,0,0,0,0,0,0
INTLST183A,"DARIAN-SMITH, E.",201,32,14,3,7,6,2
ITALIAN50,"DI MAIO, F.",108,0,0,0,1,8,0
JAPANSES1AB,"UNKNOWN, INSTRUCTOR",7,6,0,1,1,1,0
JAPANSES1BC,"FLORES, R.",9,9,5,0,1,3,1
JAPANSES2AB,"UNKNOWN, INSTRUCTOR",6,8,1,1,1,0,0
JAPANSES2BC,"NAGAI, A.",7,8,12,0,0,2,3
KOREANS1AB,"UNKNOWN, INSTRUCTOR",4,2,1,0,2,2,2
LSCI10,[REDACTED],14,2,1,0,1,0,0
LPS29,"HEIS, J.",500,148,55,11,19,72,27
LPS30,"UNKNOWN, INSTRUCTOR",15,2,2,0,0,0,0
LPS31,[REDACTED],109,22,7,8,9,2,2
LPS60,[REDACTED],69,13,2,0,1,2,0
MGMT1,"UNKNOWN, INSTRUCTOR",93,21,2,2,3,7,3
MGMT30A,"UNKNOWN, INSTRUCTOR",90,45,4,3,5,7,1
MGMT30B,"HUANG, X.",279,151,39,11,5,6,3
MGMT101,"EPPEL, T.",497,322,117,28,48,65,15
MGMT102,"UNKNOWN, INSTRUCTOR",18,29,23,3,4,18,7
MGMT105,"LETOURNEAU, D.",1939,507,48,1,14,60,4
MGMT107,"MOULIK, S.",2064,189,22,2,7,20,1
MGMT109,"UNKNOWN, INSTRUCTOR",84,24,1,0,0,2,0
MGMT124,"UNKNOWN, INSTRUCTOR",8,18,6,3,0,2,2
MGMT131A,"UNKNOWN, INSTRUCTOR",19,4,3,0,0,1,0
MGMT131B,[REDACTED],9,2,1,0,0,0,0
MATH1A,"UNKNOWN, INSTRUCTOR",17,16,11,7,7,5,2
MATH1B,"UNKNOWN, INSTRUCTOR",46,50,28,21,23,5,7
MATH1B,"LEHMAN, R.",1346,1493,1156,439,557,91,87
MATH2A,"UNKNOWN, INSTRUCTOR",15,9,17,10,1,0,1
MATH2A,"YOUSSEFPOUR, H.",1011,1036,663,322,320,20,43
MATH2B,"UNKNOWN, INSTRUCTOR",23,21,16,18,21,2,5
MATH2B,"SIMONSON, D.",29,42,60,42,29,1,5
MATH2D,"UNKNOWN, INSTRUCTOR",11,11,14,16,9,5,0
MATH2D,"ZHANG, X.",254,431,203,21,50,37,7
MATH2E,"YOUSSEFPOUR, H.",376,325,233,120,121,1,3
MATH3A,"UNKNOWN, INSTRUCTOR",23,12,10,2,2,1,2
MATH3A,[REDACTED],31,16,4,0,1,1,0
MATH3D,"HEZARI, H.",53,44,44,2,15,1,1
MATH5A,"UNKNOWN, INSTRUCTOR",18,11,8,5,1,0,0
MATH5A,"SIMONSON, D.",110,124,103,59,61,0,1
MATH5B,"UNKNOWN, INSTRUCTOR",13,13,13,1,1,0,0
MATH5B,[REDACTED],136,94,43,35,21,0,1
MATH9,"UNKNOWN, INSTRUCTOR",8,4,3,0,1,0,1
MATH10,"UNKNOWN, INSTRUCTOR",11,4,3,1,6,0,0
MATH13,"UNKNOWN, INSTRUCTOR",8,4,3,0,2,1,0
MATH13,[REDACTED],6,5,4,1,1,0,0
MATH105A,"UNKNOWN, INSTRUCTOR",18,11,4,0,1,1,0
MATH105A,"HEZARI, H.",15,7,0,0,0,0,0
MATH105B,[REDACTED],24,6,2,0,1,0,0
MATH105LA,"UNKNOWN, INSTRUCTOR",29,3,0,0,1,1,0
MATH105LA,[REDACTED],16,4,2,0,0,0,0
MATH105LB,[REDACTED],26,2,1,1,1,0,0
MATH110A,"UNKNOWN, INSTRUCTOR",11,10,3,0,0,0,0
MATH110B,[REDACTED],8,6,4,1,0,0,0
MATH120A,[REDACTED],10,4,2,2,1,0,1
MATH121A,"CRANSTON, M.",6,6,5,2,1,0,1
MATH121B,"RANGAMANI, N.",0,10,2,0,0,0,0
MATH130A,"UNKNOWN, INSTRUCTOR",9,6,4,1,4,0,0
MATH130B,[REDACTED],15,9,5,0,1,0,0
MATH140A,"UNKNOWN, INSTRUCTOR",11,15,8,1,1,1,0
MATH140B,"HUBER, K.",32,32,49,18,11,1,3
MATH147,"UNKNOWN, INSTRUCTOR",5,13,1,0,0,0,0
MATH173A,"UNKNOWN, INSTRUCTOR",9,2,2,0,2,1,0
MATH175,"UNKNOWN, INSTRUCTOR",27,17,8,1,1,0,1
MATH176,"NORTHRUP, S.",49,40,32,15,15,5,12
MATH180A,"LU, Z.",3,5,1,2,0,0,0
ENGRMAE30,"UNKNOWN, INSTRUCTOR",30,5,5,0,0,0,0
ENGRMAE52,"UNKNOWN, INSTRUCTOR",8,3,0,0,0,0,0
ENGRMAE80,"FARDADI, M.",19,23,12,2,4,3,0
ENGRMAE115,"UNKNOWN, INSTRUCTOR",11,10,11,9,2,1,0
ENGRMAE120,"KULINSKY, L.",7,7,7,2,4,0,0
ENGRMAE130A,"UNKNOWN, INSTRUCTOR",4,10,12,8,3,0,0
ENGRMAE130B,"NOROOZI, Z.",24,30,22,5,1,0,0
ENGRMAE150,"UNKNOWN, INSTRUCTOR",4,5,6,0,0,0,0
ENGRMAE150L,"UNKNOWN, INSTRUCTOR",13,0,0,0,0,0,0
ENGRMAE156,"UNKNOWN, INSTRUCTOR",7,7,3,0,0,0,0
ENGRMAE170,"UNKNOWN, INSTRUCTOR",15,22,8,12,6,0,0
MUSIC3,"UNKNOWN, INSTRUCTOR",538,29,7,5,7,24,4
MUSIC3,"DESSEN, M.",950,107,35,11,28,74,25
MUSIC25,"LINDSAY, E.",539,126,20,7,17,64,11
MUSIC78,"UNKNOWN, INSTRUCTOR",15,5,0,0,0,3,1
PHRMSCI42,"JAFARI, M.",3328,87,28,11,43,70,10
PHRMSCI90,"SU, W.",21,7,0,0,0,0,0
PHRMSCI120,"UNKNOWN, INSTRUCTOR",9,9,6,0,0,1,0
PHILOS1,"UNKNOWN, INSTRUCTOR",130,29,6,3,3,7,4
PHILOS1,"MING, G.",111,32,5,1,8,11,1
PHILOS2,"UNKNOWN, INSTRUCTOR",13,23,5,1,3,8,2
PHILOS2,"BERNECKER, S.",257,183,36,11,38,89,23
PHILOS3,"BERNECKER, S.",446,300,54,10,55,97,21
PHILOS4,"UNKNOWN, INSTRUCTOR",104,19,1,1,7,3,0
PHILOS4,"ZHU, T.",28,29,2,0,2,8,1
PHILOS5,"UNKNOWN, INSTRUCTOR",17,17,5,0,1,1,0
PHILOS22,"HELMREICH, J.",133,148,7,0,1,21,3
PHILOS29,"HEIS, J.",219,122,48,28,21,38,11
PHILOS102W,"UNKNOWN, INSTRUCTOR",11,14,1,0,1,1,0
PHILOS131C,[REDACTED],18,10,1,0,4,2,0
PHYSICS3A,"UNKNOWN, INSTRUCTOR",270,6,1,0,1,2,1
PHYSICS3B,"UNKNOWN, INSTRUCTOR",22,31,21,4,0,0,0
PHYSICS3B,[REDACTED],76,49,7,2,3,0,0
PHYSICS3C,"GUERRA, A.",367,341,273,36,8,8,7
PHYSICS3LB,"UNKNOWN, INSTRUCTOR",25,39,13,0,0,0,0
PHYSICS3LC,"UNKNOWN, INSTRUCTOR",45,75,10,0,0,0,0
PHYSICS7C,"UNKNOWN, INSTRUCTOR",7,12,15,2,0,1,0
PHYSICS7D,"UNKNOWN, INSTRUCTOR",13,6,10,5,1,1,0
PHYSICS7D,"CAIN, D.",19,10,2,1,0,0,0
PHYSICS7E,"COLLINS, P.",317,263,203,94,77,19,11
PHYSICS7LC,"UNKNOWN, INSTRUCTOR",20,8,1,0,0,0,0
PHYSICS7LD,"UNKNOWN, INSTRUCTOR",6,14,2,0,0,0,1
PHYSICS7LD,"REMIGIO, R.",19,14,0,0,0,0,0
PHYSICS20A,"UNKNOWN, INSTRUCTOR",34,6,1,0,0,3,1
POLSCI11A,[REDACTED],11,2,0,1,0,0,0
POLSCI21A,"UNKNOWN, INSTRUCTOR",41,39,12,3,8,60,3
POLSCI21A,"BOUSHEY, G.",886,359,80,14,43,456,48
POLSCI41A,"PETROVIC, B.",76,56,8,1,8,4,2
POLSCI61A,"UNKNOWN, INSTRUCTOR",6,7,2,0,1,0,0
POLSCI126G,"SMITH, C.",19,2,0,0,5,0,0
POLSCI130A,"UNKNOWN, INSTRUCTOR",12,13,5,1,0,2,2
POLSCI151H,"UNKNOWN, INSTRUCTOR",5,6,1,0,0,1,0
POLSCI153E,"UNKNOWN, INSTRUCTOR",15,3,0,0,0,0,0
POLSCI156D,[REDACTED],7,3,1,0,3,0,0
PSCI9,"UNKNOWN, INSTRUCTOR",19,2,0,0,0,0,0
PSCI9,"LOFGREN, C.",189,225,109,26,21,20,8
PSCI11A,"D'ZMURA, T.",306,40,8,0,0,2,0
PSCI11B,"UNKNOWN, INSTRUCTOR",19,2,1,0,0,0,0
PSCI11B,[REDACTED],10,4,2,0,0,1,0
PSCI11C,[REDACTED],7,4,2,0,0,0,2
PSCI101D,"UNKNOWN, INSTRUCTOR",37,16,3,1,3,0,1
PSCI102C,"RINEHART, J.",1299,282,65,9,14,16,6
PSCI103H,"UNKNOWN, INSTRUCTOR",61,8,4,2,0,0,0
PSCI104S,"UNKNOWN, INSTRUCTOR",12,5,1,2,0,0,0
PSCI110D,"UNKNOWN, INSTRUCTOR",12,19,8,7,3,4,1
PSCI111D,"LUKOWSKI, A.",206,119,49,16,8,6,4
PSCI137H,"YIM, I.",99,97,16,8,7,1,0
PSCI183S,"TORRES, I.",23,7,0,1,0,1,0
PUBHLTH1,"UNKNOWN, INSTRUCTOR",82,14,5,1,0,3,1
PUBHLTH2,"RODRIGUEZ, V.",45,12,5,2,2,0,0
PUBHLTH7B,"UNKNOWN, INSTRUCTOR",13,5,0,0,0,0,0
PUBHLTH10,"UNKNOWN, INSTRUCTOR",113,6,6,2,8,14,1
